name,img,link
"
アウトロー：ラストマンスタンディング
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/outlaws/171024-1628/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=outlaws
"
クリおじさんのテーブルガイプ(UncleChestnut'sTableGype)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/unclechestnuttablegype/181010-1110/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=unclechestnuttablegype
"
ジャンビ(Djambi)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/djambi/170619-1517/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=djambi
"
フロレンツァ・カードゲーム
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/florenzacardgame/170411-1044/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=florenzacardgame
"
ディアヴォロの橋(PontedelDiavolo)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/pontedeldiavolo/200303-0043/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=pontedeldiavolo
"
ダーク・エージェント(DarkAgent)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/darkagent/181010-1104/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=darkagent
"
ブルームズ(Blooms)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/blooms/190326-1515/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=blooms
"
ユナイテッドスクエア(UnitedSquare)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/unitedsquare/130624-0945/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=unitedsquare
"
シャンチー
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/xiangqi/160308-0008/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=xiangqi
"
四色牌(FourColorCards)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/fourcolorcards/200216-1119/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=fourcolorcards
"
ギュゲース(Gygès)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/gyges/151125-1126/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=gyges
"
ゼリーモンスター研究所(TheJellyMonsterLab)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/thejellymonsterlab/181010-1109/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=thejellymonsterlab
"
チャイナゴールド(ChinaGold)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/chinagold/191217-1518/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=chinagold
"
タフル(tablut)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/tablut/180607-1136/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=tablut
"
ニュートリーコ(Neutreeko)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/neutreeko/160213-1922/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=neutreeko
"
リメンバーウェン(RememberWhen)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/rememberwhen/181010-1108/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=rememberwhen
"
グラミー(GORami)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/gorami/200410-2339/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=gorami
"
最後の人々(LeDernierPeuple)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/ledernierpeuple/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=ledernierpeuple
"
ジャンプゲート(JumpGate)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/jumpgate/191219-1052/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=jumpgate
"
エヴォ：名無しのゲーム
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/evogamenoname/170228-1908/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=evogamenoname
"
ハックトリック(HackTrick)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/hacktrick/181107-1542/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=hacktrick
"
ドラゴンライン(DragonLine)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/dragonline/161115-0258/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=dragonline
"
カリビアンオールフォー(CaribbeanAllFours)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/caribbeanallfours/170120-1618/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=caribbeanallfours
"
アイザック(Isaac)
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/isaac/171011-0240/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=isaac
"
KQJ
",https://x.boardgamearena.net/data/themereleases/200422-1124/games/kqj/181010-1106/img/game_box180.png,https://ja.boardgamearena.com/gamepanel?game=kqj
